"Scenario","Region","Variable","Type","Year","Value"
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2009,38414.01
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2010,38426.01
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2011,38184
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2012,39217
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2013,38433
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2014,40034
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2015,40212
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2016,40396.95
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2017,40442.15
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2018,40853.15
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2019,40853.15
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2005,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2006,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2007,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2008,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2009,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2010,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2011,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2012,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2013,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2014,863.81
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2015,889.06
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2016,889.06
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2017,889.06
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2018,889.06
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2019,889.06
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2005,77.9
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2006,77.9
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2007,77.9
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2008,77.9
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2009,77.9
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2010,77.9
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2011,87.9
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2012,95.2
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2013,94.5
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2014,94.5
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2015,94.5
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2016,94.5
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2017,94.5
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2018,94.5
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2019,94.5
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2005,869
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2006,874
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2007,874
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2008,874
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2009,874
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2010,874
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2011,879
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2012,894
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2013,894
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2014,894
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2015,894
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2016,894.35
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2017,894.35
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2018,894.35
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2019,894.35
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2005,12847
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2006,12614
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2007,12661
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2008,12733
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2009,12858
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2010,13202
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2011,13673
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2012,13673
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2013,13687
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2014,14207
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2015,15029
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2016,15708.87
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2017,15905.47
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2018,15955.47
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2019,15955.47
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2005,72877.98
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2006,72767.98
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2007,73568.98
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2008,74471.98
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2009,74753.98
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2010,75148.98
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2011,75464.84
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2012,76520.13
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2013,75991.44
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2014,78564.85
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2015,79677.21
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2016,80624.68
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2017,80922.48
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2018,81383.48
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2019,81383.48
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2005,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2006,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2007,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2008,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2009,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2010,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2011,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2012,5053.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2013,5254.63
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2014,5313.05
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2015,5349.158
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2016,5349.159
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2017,5349.159
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2018,5349.159
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2019,5349.159
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2005,953.13
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2006,953.13
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2007,953.13
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2008,953.13
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2009,953.13
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2010,953.13
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2011,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2012,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2013,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2014,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2015,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2016,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2017,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2018,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2019,960.98
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2005,6790.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2006,6790.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2007,6790.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2008,6790.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2009,6790.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2010,6790.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2011,6793.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2012,6793.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2013,6793.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2014,6793.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2015,6793.682
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2016,6793.681
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2017,6793.681
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2018,6793.681
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2019,6793.681
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2005,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2006,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2007,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2008,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2009,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2010,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2011,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2012,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2013,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2014,376.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2015,376.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2016,376.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2017,376.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2018,376.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2019,376.35
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2005,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2006,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2007,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2008,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2009,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2010,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2011,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2012,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2013,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2014,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2015,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2016,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2017,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2018,55.48
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2019,55.48
"Global Net-zero","Nunavut","Hydro / Wave / Tidal","Primary Fuel",2005,0
"Global Net-zero","Nunavut","Hydro / Wave / Tidal","Primary Fuel",2006,0
"Global Net-zero","Nunavut","Hydro / Wave / Tidal","Primary Fuel",2007,0
"Global Net-zero","Nunavut","Hydro / Wave / Tidal","Primary Fuel",2008,0
